"PERS01" "PERS02" "PERS03" "PERS04" "PERS05" "PERS06" "PERS07" "PERS08" "PERS09" "PERS10" "PERS11" "PERS12" "PERS13" "PERS14" "PERS15" "PERS16" "PERS17" "PERS18" "PERS19" "PERS20" "PERS21" "PERS22" "PERS23" "PERS24" "PERS25" "PERS26" "PERS27" "PERS28" "PERS29" "PERS30" "PERS31" "PERS32" "PERS33" "PERS34" "PERS35" "PES36" "PERS37" "PERS38" "PERS39" "PERS40" "PERS41" "PERS42" "PERS43" "PERS44"
"296" 3 3 5 4 2 4 5 2 4 3 3 1 4 4 3 3 4 5 5 3 4 4 5 2 3 1 1 2 3 4 5 4 3 2 4 3 2 2 1 3 3 4 4 5
"297" 5 1 4 1 5 1 5 2 2 5 5 5 3 5 5 3 5 5 1 1 5 5 5 5 5 5 1 1 5 5 5 5 2 1 1 5 5 4 1 5 1 5 5 4
"298" 2 4 3 4 2 4 3 4 2 4 5 4 1 5 4 4 3 3 2 4 3 3 4 3 4 3 4 2 5 4 4 3 4 5 4 5 4 3 3 2 4 3 4 2
"299" 4 2 5 2 2 4 4 2 4 2 2 2 4 2 2 2 4 1 4 3 4 4 2 3 2 2 2 4 4 4 3 4 4 3 5 2 1 4 4 3 3 4 1 3
"300" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"301" 4 4 5 1 4 2 4 3 2 4 3 2 5 4 3 3 4 3 4 4 2 4 3 4 4 4 2 5 4 4 3 3 5 2 2 4 4 4 2 4 1 4 2 5
"302" 5 4 5 1 3 3 4 1 4 5 4 1 5 5 4 4 5 1 4 5 4 4 1 3 2 5 3 5 5 4 4 4 5 1 5 4 1 4 3 5 1 5 1 5
"303" 4 4 5 2 3 4 5 1 3 4 2 3 5 3 3 3 4 1 4 3 4 3 1 4 4 3 3 5 3 3 4 5 5 4 3 3 2 4 4 3 3 4 3 3
"304" 3 1 5 5 4 5 5 1 5 3 3 1 5 4 2 4 4 1 3 4 5 5 1 2 3 2 1 3 4 3 4 5 5 4 4 2 1 3 3 4 4 5 1 2
"305" 5 3 5 1 5 4 5 1 2 3 4 1 5 1 3 4 4 1 4 5 3 4 1 4 4 5 5 4 4 5 5 5 5 3 4 5 2 5 3 3 1 5 2 5
"306" 4 4 4 2 3 3 3 2 3 5 1 2 4 4 4 4 3 2 4 4 3 5 4 3 3 3 1 3 3 5 4 5 3 3 3 4 2 3 3 4 1 3 3 5
"307" 3 3 5 2 3 3 4 4 5 4 2 3 4 2 2 3 5 5 1 5 3 4 4 4 3 3 2 4 4 2 3 3 3 5 2 3 2 4 2 3 4 2 3 1
"308" 4 3 4 2 4 2 4 2 4 4 4 1 5 2 2 3 4 1 2 4 4 5 2 4 4 4 3 4 3 4 4 4 5 4 2 4 1 4 3 4 2 5 3 3
"309" 5 2 5 2 4 1 4 4 5 5 4 1 5 3 5 4 5 2 3 4 2 4 2 5 4 3 4 4 2 5 3 5 5 5 2 5 2 4 2 5 2 4 3 4
"310" 4 2 5 1 5 4 4 2 4 5 2 1 5 3 3 3 4 1 4 4 2 5 1 4 4 4 1 5 1 3 2 4 5 5 2 4 1 5 3 4 3 5 1 4
"311" 3 5 4 2 4 4 4 4 4 2 5 3 4 3 5 5 4 4 1 5 5 2 5 3 5 4 5 3 4 5 5 4 3 3 2 4 5 3 4 4 4 1 5 5
"312" 5 4 5 3 5 3 4 1 2 5 2 3 4 4 4 3 3 2 4 5 2 5 4 4 5 4 1 5 3 5 1 5 5 3 2 4 3 4 1 4 1 5 3 5
"313" 2 4 5 4 4 4 4 2 3 3 4 4 4 4 4 3 2 2 5 4 5 5 2 1 4 4 3 4 4 4 4 4 4 3 3 4 4 4 4 4 2 4 4 4
"314" 2 4 2 5 2 4 3 4 1 3 2 3 3 5 4 3 2 4 5 3 5 3 4 1 3 1 4 3 4 4 5 3 2 1 3 1 4 3 5 3 2 4 3 3
"315" 4 4 5 4 4 2 4 2 2 4 5 2 5 4 4 4 2 1 5 5 2 5 1 2 4 4 2 5 4 3 4 4 5 2 2 5 2 5 3 4 3 4 2 3
"316" 2 3 5 4 5 3 4 2 1 5 4 1 5 5 4 3 3 2 5 3 4 5 2 4 5 2 3 5 3 5 5 3 4 2 2 3 3 3 5 3 2 5 3 4
"317" 5 2 4 3 4 2 4 4 2 5 4 1 5 4 3 4 4 5 5 5 3 5 1 3 2 3 1 3 4 5 4 4 2 2 4 4 3 4 4 4 2 5 4 4
"318" 3 3 4 1 3 4 4 4 4 4 4 2 5 3 3 3 4 4 2 3 3 5 4 4 4 3 2 5 3 5 5 5 5 4 5 5 2 5 3 4 1 4 3 5
"319" 3 2 4 4 4 4 3 3 2 4 3 1 4 2 4 3 3 3 2 2 2 2 3 3 4 2 3 3 3 2 4 4 4 2 2 2 3 3 2 3 3 3 4 2
"320" 5 3 4 3 4 2 4 3 4 5 3 3 3 3 3 4 3 1 2 4 2 3 3 2 4 4 2 3 3 5 3 4 4 4 4 4 3 5 3 3 1 3 3 4
"321" 5 3 5 2 4 2 3 2 1 3 2 1 5 5 3 2 4 3 5 4 1 5 1 5 4 4 1 5 4 3 3 4 3 1 3 5 2 1 3 5 1 4 1 5
"322" 5 2 4 2 4 2 5 4 5 4 3 1 4 3 5 5 1 3 5 5 1 5 3 2 3 1 3 2 3 5 4 4 3 1 4 5 2 3 5 5 4 5 3 3
"323" 1 4 4 4 2 5 1 4 2 5 5 4 2 4 1 4 4 5 2 1 5 2 4 2 5 5 4 2 4 2 2 1 5 4 5 4 4 4 4 1 4 2 4 4
"324" 5 4 3 3 4 1 2 3 2 4 2 4 3 5 1 5 5 4 4 3 2 4 4 4 4 3 1 2 4 5 1 2 3 4 4 5 5 1 2 4 2 1 3 1
"325" 5 2 5 4 2 4 3 4 2 3 1 2 5 5 2 3 3 4 5 5 3 3 2 2 2 2 4 3 4 3 5 3 4 3 2 2 3 4 5 4 2 4 4 1
"326" 4 2 4 1 3 2 4 2 3 4 5 2 5 3 4 3 4 1 3 3 2 4 2 4 4 4 2 4 3 4 3 4 3 3 5 5 3 4 4 3 3 4 2 4
"327" 4 1 5 3 5 2 4 3 4 4 5 1 5 2 3 4 5 1 3 4 2 4 1 3 4 4 2 5 1 4 2 4 5 4 1 4 1 5 3 5 1 4 2 3
"328" 5 1 3 1 4 1 5 2 5 5 4 1 5 1 3 5 5 4 5 5 5 4 1 5 5 5 1 2 3 4 1 5 5 5 4 5 1 5 1 4 1 5 1 5
"329" 4 4 3 1 4 1 3 4 1 5 5 4 5 3 3 3 2 5 3 5 1 5 2 3 3 5 1 3 5 3 1 4 4 1 5 3 5 5 4 3 5 2 3 1
"330" 2 4 4 3 2 4 2 4 4 3 2 2 1 5 4 4 3 4 5 3 5 3 3 4 4 4 2 3 3 4 4 4 4 3 3 2 3 4 3 3 4 2 3 4
"331" 5 4 5 4 2 2 5 3 1 3 4 2 5 5 2 5 4 2 5 4 1 2 1 1 3 4 2 4 5 3 2 5 4 2 4 5 3 5 1 3 2 5 4 2
"332" 5 4 3 4 2 1 5 3 2 3 3 2 5 4 4 2 4 1 4 4 2 4 4 5 3 3 4 5 4 4 2 5 3 3 4 5 5 3 2 3 3 3 3 3
"333" 2 4 3 4 4 3 4 3 2 4 2 4 3 4 4 3 4 2 4 4 3 3 3 2 3 2 3 3 4 3 3 4 3 2 3 2 1 2 3 3 2 3 2 2
"334" 2 1 4 1 4 4 5 2 4 5 5 1 5 1 4 3 5 1 2 3 4 5 1 5 4 2 1 5 1 5 5 5 5 4 2 4 2 5 2 4 3 3 1 4
"335" 2 3 4 5 2 2 5 4 1 2 1 2 5 5 5 1 4 5 5 5 2 1 4 1 2 1 1 2 5 1 4 3 4 1 5 1 3 2 4 3 3 3 3 3
"336" 3 5 3 3 4 3 4 2 3 4 4 2 4 4 2 3 2 2 3 3 3 2 2 2 3 4 4 4 4 4 4 3 3 3 2 3 3 2 4 4 2 3 4 2
"337" 4 2 4 2 4 4 4 2 4 4 3 3 5 2 3 3 4 1 3 4 4 4 1 2 3 3 3 4 4 3 4 3 4 3 3 3 4 4 4 3 3 4 3 2
"338" 4 5 5 2 4 4 5 1 3 4 4 2 5 5 5 4 5 1 5 4 5 5 1 1 3 3 2 3 3 3 5 5 5 2 5 4 2 5 5 3 4 4 2 5
"339" 5 3 2 4 5 3 4 4 4 5 5 4 3 4 3 5 5 4 4 5 1 5 3 4 5 5 2 2 4 5 3 4 3 4 2 5 4 3 4 4 1 5 5 4
"340" 2 4 4 1 1 4 2 2 3 4 3 1 5 4 3 2 3 2 5 4 4 3 2 4 2 3 4 3 4 4 4 2 4 3 4 3 2 4 3 3 3 3 2 2
"341" 4 2 5 1 4 3 4 2 4 4 4 1 5 3 4 3 4 3 2 4 2 4 2 4 3 4 1 4 4 3 3 4 4 3 4 5 2 3 2 3 3 4 2 3
"342" 5 4 2 1 2 1 3 2 5 3 2 2 5 2 1 2 2 1 1 2 3 4 5 5 3 5 2 4 2 5 2 2 4 5 1 5 4 3 1 2 1 1 5 5
"343" 5 4 5 3 3 1 3 3 2 3 4 3 5 4 3 4 4 2 4 3 1 5 2 2 3 4 2 4 3 5 1 5 5 3 4 5 1 5 3 3 1 4 3 5
"344" 4 4 4 4 4 1 3 2 2 5 3 3 4 4 4 3 3 1 4 5 3 2 3 1 4 3 2 4 5 3 2 4 4 2 1 3 3 4 3 3 3 3 3 3
"345" 2 1 5 1 4 4 5 1 4 5 2 1 5 3 4 3 4 2 4 5 4 4 4 5 3 3 2 3 2 5 5 5 4 5 3 2 1 2 2 4 1 3 3 4
"346" 4 5 2 2 2 1 2 3 4 2 3 3 2 3 2 2 2 4 2 3 2 3 4 4 5 4 3 2 3 3 1 2 3 4 4 5 4 4 1 3 2 3 3 4
"347" 5 4 5 1 4 1 4 2 5 4 5 4 5 2 4 5 4 1 1 4 1 4 1 5 3 5 4 5 4 5 1 5 5 5 3 5 4 4 1 4 4 5 1 4
"348" 3 2 3 1 4 4 4 3 3 5 4 1 4 3 4 3 5 4 4 3 4 5 3 3 3 2 1 3 3 4 3 4 4 3 4 3 1 3 4 4 1 4 4 3
"349" 5 4 5 1 5 3 4 3 5 4 3 2 5 2 3 4 3 1 1 3 1 3 3 5 4 3 1 4 3 3 2 2 4 5 3 4 3 4 1 4 3 4 3 1
"350" 3 2 4 2 3 3 4 2 3 3 3 1 5 3 3 3 4 2 4 3 2 4 3 3 2 3 2 3 3 3 4 4 4 3 3 4 4 3 3 3 3 4 4 3
"351" 5 4 5 2 3 4 4 4 4 4 3 4 5 4 2 4 4 1 3 3 2 4 4 4 3 4 4 4 5 3 4 4 4 3 4 4 3 4 4 3 4 5 3 2
"352" 3 1 5 4 3 3 4 1 2 3 2 1 5 4 3 3 4 3 4 4 4 4 1 2 3 2 1 5 3 3 4 5 5 2 2 3 1 4 4 3 2 5 3 3
"353" 3 4 5 1 4 3 4 1 3 3 4 2 4 2 2 4 4 2 1 4 2 5 2 4 3 5 1 5 1 4 1 3 5 4 3 4 2 5 1 4 1 4 3 4
"354" 3 1 4 2 3 2 4 4 3 4 3 1 5 3 3 2 2 4 3 4 2 4 3 4 3 3 2 2 4 4 3 4 2 3 2 4 2 2 2 4 2 5 5 4
"355" 2 5 1 5 1 5 1 5 2 2 5 4 1 5 4 3 4 5 3 5 4 1 5 1 4 4 5 1 4 1 3 1 5 4 3 3 5 5 5 1 3 2 4 1
"356" 5 4 5 3 4 1 4 2 4 5 5 2 5 4 3 5 5 1 4 3 1 4 2 3 4 5 4 4 4 4 1 4 5 4 3 5 4 5 1 4 2 4 2 3
"357" 5 1 1 2 5 1 3 5 4 5 2 1 3 4 4 5 4 5 3 4 1 5 4 5 5 4 1 3 4 3 3 3 1 4 3 5 3 2 2 4 5 4 5 1
"358" 5 3 5 2 3 4 5 1 3 5 1 4 5 5 5 3 5 1 3 3 3 4 1 3 3 3 2 5 3 5 4 5 5 3 4 4 1 4 3 2 3 5 2 3
"359" 3 2 5 3 3 5 5 4 4 5 4 1 5 1 5 2 5 1 3 3 5 5 1 4 1 4 1 5 4 5 5 5 5 5 5 3 1 5 4 5 2 5 3 3
"360" 2 3 2 1 4 4 4 3 4 4 3 1 4 2 5 3 5 4 1 4 4 4 4 3 3 2 2 5 4 4 3 4 5 4 5 3 1 5 2 4 2 4 3 4
"361" 1 3 4 4 3 NA NA NA NA 5 4 4 3 1 3 4 5 5 3 3 1 5 3 5 4 3 2 NA NA NA NA NA NA NA NA 5 NA NA NA NA 5 NA NA NA
"362" 4 1 5 3 5 4 4 3 3 5 5 3 4 3 4 5 5 3 3 5 4 4 1 1 5 4 1 5 5 5 2 4 3 3 3 3 5 3 4 3 1 3 4 3
"363" 5 4 4 1 4 1 3 3 3 4 4 4 4 3 3 3 3 3 2 3 1 5 3 4 4 4 4 4 3 1 3 3 4 3 1 3 3 3 2 3 1 3 4 1
"364" 3 5 5 1 4 3 5 1 3 3 4 1 5 4 5 3 2 1 2 4 2 2 1 5 4 4 3 5 2 5 2 3 5 4 5 3 1 5 2 4 1 3 4 5
"365" 5 4 4 3 4 2 4 5 2 5 3 4 5 5 3 4 5 4 5 5 1 4 4 2 4 2 1 1 3 2 1 4 2 2 5 5 3 2 2 2 4 3 5 2
"366" 4 3 4 3 4 4 4 2 3 4 2 1 5 4 4 4 4 2 3 1 4 5 3 4 4 3 2 3 4 4 3 4 4 3 2 4 2 3 4 4 3 4 3 3
"367" 4 1 5 2 3 4 4 2 3 3 4 2 5 4 3 4 4 2 4 3 4 5 1 3 3 2 4 3 4 3 4 5 5 3 3 3 1 3 3 4 3 4 2 3
"368" NA NA NA NA 5 4 4 2 5 3 4 3 2 4 5 2 5 3 2 3 4 4 4 5 3 5 4 4 4 3 2 4 3 3 4 5 4 4 4 5 1 4 1 3
"369" 3 3 2 4 2 3 4 4 2 3 4 1 5 4 4 4 3 4 5 5 3 4 3 3 2 3 4 5 5 3 4 4 4 2 4 3 4 3 5 3 2 3 4 3
"370" 4 3 5 4 5 1 4 1 2 5 4 1 5 4 3 5 5 4 4 4 1 4 1 5 5 4 1 5 5 3 1 5 5 4 4 5 2 5 3 4 2 3 2 2
"371" 4 4 4 3 4 1 4 4 3 5 5 5 5 5 5 5 4 2 5 5 2 5 4 2 2 4 2 3 5 2 2 4 4 5 2 5 2 4 4 4 1 3 4 2
"372" 4 4 3 2 4 3 4 4 4 5 4 2 4 3 4 4 5 4 2 4 1 4 1 4 3 4 2 4 2 3 3 3 4 4 2 5 2 4 2 4 3 4 3 3
"373" 5 4 5 4 5 2 4 3 1 5 4 2 5 5 4 4 4 1 5 4 1 4 2 2 3 5 4 5 5 4 1 4 4 3 4 5 3 4 3 4 4 4 2 5
"374" 4 1 3 3 4 2 5 3 2 5 3 1 4 4 3 4 4 2 4 4 3 4 2 2 4 2 2 3 2 4 4 4 4 4 3 4 2 4 3 4 2 4 3 3
"375" 5 4 4 3 3 4 2 3 2 5 3 2 4 5 3 3 5 3 5 3 3 4 4 3 3 3 3 3 4 5 5 3 3 4 5 5 3 2 3 3 3 3 4 2
"376" 5 3 2 1 4 3 3 2 1 4 2 5 3 1 3 4 4 3 1 4 2 3 5 3 5 3 2 3 4 3 3 3 3 3 2 4 4 3 2 3 4 3 4 5
"377" 5 5 5 1 4 1 5 4 2 5 5 5 4 4 5 5 5 4 5 5 1 5 4 2 3 5 2 4 3 2 1 5 5 4 1 5 4 3 3 5 4 5 4 2
"378" 5 1 5 1 2 1 4 4 1 5 5 1 5 5 4 4 2 4 5 4 1 4 1 2 3 4 4 5 2 4 2 4 5 2 4 5 4 5 5 2 1 4 2 2
"379" 5 2 4 1 4 2 4 2 5 4 3 1 5 2 3 3 4 1 1 5 1 4 1 3 2 4 3 4 4 3 1 5 4 4 3 5 3 4 1 3 4 4 3 1
"380" 5 3 5 1 3 3 5 2 4 5 5 1 5 3 2 4 4 1 5 5 3 5 3 2 2 4 2 4 5 3 3 4 4 4 3 5 1 4 3 2 3 5 3 3
"381" 5 2 4 1 3 2 4 2 4 3 4 2 5 3 3 4 4 2 3 3 3 3 1 4 3 4 1 5 1 4 3 5 5 4 4 4 2 4 2 3 4 4 3 2
"382" 3 2 5 3 4 3 5 1 3 4 3 1 5 3 2 3 4 1 3 3 4 5 1 2 3 4 1 4 4 5 4 5 5 3 3 3 1 3 3 4 1 4 2 4
"383" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"384" 4 2 5 1 3 1 3 2 3 1 3 1 5 3 3 3 4 1 1 3 2 4 1 1 3 4 2 3 4 3 4 4 4 4 3 4 1 3 4 3 3 4 2 3
"385" 3 4 5 1 5 5 5 1 4 5 5 1 5 4 5 5 4 1 3 5 5 5 1 2 5 4 3 5 1 5 4 5 5 3 3 4 1 5 3 5 1 5 1 4
"386" 5 2 5 2 4 2 5 1 3 5 2 1 5 3 5 4 5 2 2 5 2 5 2 4 4 5 2 2 2 5 4 5 4 4 3 5 2 3 2 5 2 5 2 4
"387" 4 2 4 1 4 1 5 1 2 3 5 2 5 4 4 4 5 3 3 5 1 4 1 1 4 5 5 4 5 3 3 5 4 4 4 4 4 3 2 5 5 5 4 3
"388" 1 5 3 5 2 3 1 3 3 4 4 3 2 5 2 3 4 4 4 3 5 1 5 2 4 4 4 3 4 3 2 1 5 4 4 2 5 2 5 3 4 2 5 2
"389" 4 4 5 4 4 3 4 4 2 4 4 4 5 4 4 5 4 2 5 4 4 4 1 2 4 5 4 5 5 3 5 4 4 4 5 4 2 NA NA NA NA 4 4 5
"390" 5 4 5 2 4 3 4 2 2 5 3 3 5 5 4 3 4 2 4 5 4 4 4 3 4 2 4 3 5 5 4 4 4 2 1 3 3 4 4 3 1 4 3 5
"391" 4 1 3 1 4 2 5 5 2 4 2 1 5 1 2 4 4 2 4 4 3 5 2 5 4 2 2 4 3 4 4 5 4 2 2 4 5 4 2 2 1 5 2 4
"392" 4 1 5 4 4 3 4 2 3 3 3 1 5 4 3 3 5 3 5 3 3 5 1 2 3 3 1 5 3 4 3 5 5 4 4 5 2 5 5 4 3 5 4 3
"393" 4 2 4 2 5 2 2 3 4 5 4 2 5 4 5 4 2 3 4 5 2 5 1 2 5 4 4 5 3 5 4 4 4 4 1 3 3 2 5 5 1 4 2 4
"394" 2 2 4 4 4 4 4 4 1 4 1 2 5 5 5 2 4 2 5 4 4 4 2 1 4 1 2 4 4 4 4 4 3 4 2 1 2 4 4 2 2 4 2 2
"395" 3 2 4 5 3 4 5 2 1 4 3 1 4 5 3 2 4 3 5 5 4 2 2 1 3 1 1 4 4 4 4 5 4 1 2 4 1 4 4 4 1 5 4 4
"396" 1 3 2 5 1 3 3 5 3 4 5 5 1 5 3 2 2 5 2 3 3 2 5 1 5 3 3 1 5 3 3 4 5 5 3 4 4 2 5 4 2 5 3 4
"397" 5 4 5 1 4 3 5 1 4 5 4 2 5 3 4 4 2 1 2 2 1 5 1 5 5 5 1 5 2 5 4 4 5 5 3 5 3 5 1 5 1 4 5 4
"398" 1 2 4 2 3 2 4 3 2 3 2 1 4 4 3 3 3 4 3 3 4 4 2 2 2 1 4 4 4 5 5 4 3 3 4 4 3 3 3 3 1 5 2 4
"399" 5 3 5 1 4 2 4 2 2 3 2 3 5 4 3 3 4 1 2 3 2 4 1 3 2 3 1 5 4 3 3 4 5 2 3 4 1 4 2 3 4 4 2 2
"400" 5 2 5 2 5 2 5 4 2 5 4 1 5 2 5 5 5 1 4 5 3 5 2 4 4 4 2 5 4 5 2 4 4 4 2 4 4 4 2 4 1 4 1 5
"401" 4 4 5 3 3 5 4 4 3 5 4 2 5 5 4 4 3 4 5 4 4 4 4 3 2 4 4 5 4 4 4 4 4 5 1 3 4 5 3 5 2 4 4 4
"402" 3 5 4 4 4 4 4 2 2 4 3 4 4 4 4 3 2 1 5 4 4 3 2 2 3 3 4 4 5 4 4 4 5 2 2 3 3 4 3 5 2 3 3 3
"403" 5 2 5 5 3 2 5 3 1 5 1 1 5 5 5 3 5 5 5 5 2 5 1 4 3 2 1 5 5 5 5 5 3 2 1 5 2 2 4 4 2 5 5 2
"404" 3 2 4 3 3 NA NA NA NA 4 3 5 4 5 3 5 4 5 4 4 3 2 4 5 4 5 4 4 3 2 5 4 4 5 5 4 4 3 4 3 4 2 3 4
"405" 5 2 5 1 4 2 4 2 5 5 5 1 5 2 4 5 4 1 1 3 2 4 1 4 3 3 1 2 1 4 2 4 5 5 4 5 2 5 1 3 2 4 1 3
"406" 4 2 5 4 5 1 5 2 4 5 4 2 5 4 4 3 4 4 4 4 1 4 4 5 5 5 1 5 4 2 2 5 5 4 1 4 1 4 2 4 1 5 2 4
"407" 1 4 5 3 1 5 3 4 1 5 2 4 5 5 4 2 4 1 5 5 5 4 3 1 1 3 4 5 5 3 4 5 5 2 5 1 4 4 5 3 3 1 5 1
"408" 2 1 1 2 4 4 3 3 3 3 4 3 4 5 2 3 3 4 4 2 4 3 4 3 3 3 3 4 3 3 3 4 3 4 3 3 2 2 4 3 3 2 2 4
"409" 5 3 3 4 4 3 4 4 4 3 2 2 2 4 5 3 5 4 3 5 1 3 5 2 3 3 4 1 5 5 3 3 2 3 3 3 3 3 4 3 5 3 4 4
"410" 4 2 5 4 4 2 5 2 1 4 1 1 5 4 2 4 4 1 5 3 2 5 2 1 4 4 3 5 5 1 2 5 5 4 4 5 4 4 2 4 5 4 2 1
"411" 2 4 4 3 4 4 3 2 2 3 4 4 4 4 3 2 3 2 3 3 3 4 3 2 4 2 4 4 2 NA NA NA NA 3 2 4 3 4 2 3 2 3 2 4
"412" 4 4 5 1 4 5 5 4 3 3 4 1 5 3 4 4 4 2 3 4 5 4 2 4 3 4 4 5 4 3 4 5 5 4 3 3 2 4 4 3 3 4 3 2
"413" 2 5 5 5 4 5 3 2 2 5 3 2 4 4 5 2 2 1 5 4 4 2 2 3 4 3 4 4 5 4 5 3 3 4 1 3 2 3 3 4 2 3 3 4
"414" 5 2 5 1 3 1 5 1 4 2 5 1 5 2 2 3 4 1 1 2 2 4 1 5 2 4 2 5 3 4 2 5 5 4 3 4 4 5 1 2 4 4 1 3
"415" 1 2 4 2 5 2 4 2 3 2 3 4 4 1 4 3 4 3 4 3 2 3 3 4 3 3 3 3 2 5 2 3 3 3 4 3 3 4 2 4 4 3 3 4
"416" 1 5 1 4 2 2 3 3 2 3 4 3 1 5 3 4 3 4 1 4 4 2 4 3 1 3 2 1 3 4 5 4 3 4 3 5 4 3 2 4 2 2 4 3
"417" 2 3 4 5 3 5 3 3 3 4 2 3 4 4 5 3 4 1 5 5 5 3 3 1 3 1 3 3 4 4 4 4 5 2 5 1 3 3 5 5 4 2 5 3
"418" 4 2 3 4 3 3 4 4 1 3 3 2 5 4 3 3 4 4 4 4 3 4 4 2 3 3 2 3 5 4 4 3 3 3 2 4 2 4 4 4 2 4 4 4
"419" 3 1 2 4 5 3 5 5 2 2 2 1 1 5 3 4 2 4 1 4 2 5 5 2 1 3 1 3 3 4 2 4 4 4 2 2 2 2 3 4 2 3 4 4
"420" 4 4 3 1 5 1 2 3 4 5 4 2 3 2 5 5 2 2 5 5 4 4 4 1 5 4 4 2 5 5 5 2 2 2 5 5 5 4 4 5 2 4 5 2
"421" 5 2 5 3 4 2 4 2 3 5 4 2 4 4 3 3 3 2 5 4 2 4 2 3 3 4 2 5 3 4 2 3 4 3 2 5 2 4 3 3 2 4 2 3
"422" 4 1 5 1 2 1 5 4 3 3 5 1 5 1 1 4 5 5 1 3 1 5 1 5 3 5 3 5 3 3 4 5 4 5 3 5 1 4 1 3 3 5 5 1
"423" 4 4 5 4 1 5 5 1 1 5 4 2 5 5 4 1 4 1 4 1 4 5 4 1 1 1 1 5 4 5 1 5 5 1 3 5 1 5 5 1 5 5 4 5
"424" 5 2 5 2 4 2 4 3 3 4 4 3 5 3 3 3 4 2 2 4 2 4 4 2 3 4 1 4 5 4 3 4 4 4 3 5 2 3 3 4 3 4 4 2
"425" 4 1 3 5 3 5 2 4 1 4 1 1 4 5 5 2 5 3 5 5 5 1 3 1 3 1 2 5 5 5 5 4 3 1 3 4 4 4 5 5 4 5 5 1
"426" 5 1 5 4 3 1 5 1 3 1 1 1 4 5 4 5 1 3 5 3 5 5 3 1 1 3 1 5 1 1 1 5 5 1 1 1 1 5 5 1 3 5 5 1
"427" 5 5 5 4 5 4 5 1 5 5 5 1 5 4 4 5 5 1 5 5 1 1 2 3 4 1 4 5 5 3 1 4 4 1 5 3 3 5 5 3 3 4 2 2
"428" 5 3 3 4 5 NA NA NA NA 5 3 4 3 5 3 5 5 5 5 NA NA NA NA 1 4 5 3 5 1 2 NA NA NA NA 5 1 5 3 5 5 5 5 4 4
"429" 5 4 4 4 3 3 4 5 2 5 3 5 5 5 4 3 3 4 5 3 2 4 4 2 2 2 4 3 5 5 4 3 2 2 4 4 4 3 3 3 2 4 4 3
"430" 4 2 5 3 4 4 4 2 2 4 4 1 5 4 4 4 2 1 4 4 3 2 1 4 3 3 2 4 4 5 4 3 5 4 5 4 1 5 3 5 1 5 4 3
"431" 4 3 4 3 3 3 4 4 3 3 3 3 4 3 3 3 3 3 5 3 4 4 1 3 4 3 3 5 4 3 3 4 4 4 4 3 1 3 4 4 3 3 5 3
"432" 5 3 3 1 4 1 4 5 4 3 5 2 5 4 2 4 4 5 1 3 1 4 3 2 4 5 2 3 4 4 2 5 3 3 1 5 4 2 3 3 2 4 5 5
"433" 2 5 5 1 3 4 5 1 3 4 3 1 NA NA NA NA 5 5 5 5 4 5 2 5 5 3 1 2 2 3 5 1 2 4 5 5 5 5 1 4 5 5 4 2
"434" 4 4 5 2 3 4 5 1 3 4 4 2 5 4 4 4 4 1 4 3 2 4 2 4 3 4 3 4 2 4 4 5 4 4 2 4 2 3 4 2 4 4 2 4
"435" 4 2 4 1 5 2 5 4 4 5 3 1 5 3 4 5 4 4 2 5 2 5 4 3 4 3 1 3 2 3 2 4 4 4 2 5 1 2 3 4 5 4 4 2
"436" 5 2 4 2 5 1 4 3 2 4 4 4 5 3 5 5 4 2 3 4 2 5 2 2 4 3 2 5 4 4 2 5 4 2 3 4 2 4 4 4 2 5 3 4
"437" 3 4 4 4 4 4 1 2 4 4 2 4 4 5 4 3 4 2 5 5 5 3 5 3 2 4 4 3 2 5 5 5 4 2 5 4 1 4 5 5 5 2 4 3
"438" 4 3 5 1 4 4 5 2 5 5 5 5 5 4 4 3 5 5 4 4 5 5 2 4 1 2 3 4 5 5 5 5 4 4 5 2 3 5 4 5 2 5 4 3
"439" 5 4 5 3 3 1 5 1 2 4 3 2 5 3 5 4 4 1 3 4 1 4 2 3 3 4 1 5 4 3 1 4 5 3 1 4 3 4 1 2 3 3 3 2
"440" 1 5 2 4 NA NA NA NA 4 1 5 2 3 5 5 3 5 2 2 5 5 4 2 5 1 5 2 5 4 5 1 5 3 4 1 5 5 4 4 5 1 4 1 4
"441" 2 4 5 4 4 3 4 2 2 5 4 4 5 5 5 4 4 1 4 3 4 4 2 3 4 3 2 5 4 3 4 3 5 4 5 5 4 5 4 3 3 3 2 4
"442" 2 2 5 4 4 5 5 1 5 2 1 1 5 4 4 4 3 1 3 4 5 4 5 4 3 2 2 5 1 4 5 5 4 5 3 2 1 4 4 4 3 4 1 4
"443" 5 3 4 3 3 4 1 1 1 4 5 1 5 2 4 3 4 5 3 5 2 4 5 5 5 3 1 5 4 5 4 4 5 5 1 4 1 4 3 4 1 4 5 5
"444" 2 1 4 4 4 5 5 3 2 2 1 1 5 5 4 1 2 4 5 4 5 1 4 2 4 2 4 4 5 4 5 4 2 4 1 1 4 2 2 4 2 2 4 3
